1009.3	-14.0002
708.3	-14.0002
256.5	-14.0002
204.7	-14.0002
157.2	-14.0002
104.2	-14.0002
42.8	-14.0002
23.6	-14.0001
504.9	-10
252.6	-10
203.3	-10
153.8	-10
103.7	-10
36.7	-10
22	-10
1010.1	-6
506.3	-6.0001
256.6	-6
207.5	-6
157.2	-6
103.9	-6
36.8	-6
20.9	-6
1009.3	-0.997
506.2	-0.996
252.4	-0.9957
205.3	-0.9956
154.1	-0.9954
103	-0.9953
38.2	-0.995
23.6	-0.995
958.7	0.5002
554.9	0.5001
276.5	0.5002
229.2	0.5002
182.7	0.5001
113.9	0.5002
43.8	0.5002
26.2	0.5002
1007.9	3.9999
504.7	3.9999
254.6	3.9999
202.8	3.9999
152.9	3.9999
37.6	3.9999
22.4	3.9999
962.2	10.0002
504.8	10.0002
408.9	10.0002
254.8	10.0002
159	10.0002
107.3	10.0002
41.4	10.0002
22	10.0002
959.3	13.9987
556.8	13.9987
278.9	13.9987
227.6	13.9987
175.9	13.9987
109	13.9987
42	13.9987
20.8	13.9988
275.2	18
221.2	18
179.1	18
143.6	18
114.1	18
47.1	18
24.4	18
553.6	24.9995
228.7	24.9995
177.4	24.9995
106.4	24.9995
40.2	24.9995
19.9	24.9995
959.1	28.9939
553.5	28.993
278.5	28.992
226.3	28.9919
179.3	28.9919
107.2	28.9917
40.2	28.9916
21	28.9915
960.2	32.9997
557.4	32.9997
278.1	32.9997
227.3	32.9997
178.8	32.9997
108.8	32.9997
43.4	32.9997
21.7	32.9997
1008.7	39
505.9	39
254.9	39
203.3	39
104.7	39
38.3	39
24.9	39
1013.6	45.0022
505.3	45.0022
254.2	45.0021
205.3	45.0022
155.7	45.0021
105.3	45.0022
37.5	45.0022
22.9	45.0022
959.6	50.9998
555	50.9998
278.6	50.9998
227.4	50.9998
178.3	50.9998
108.5	50.9998
42.1	50.9998
22.5	50.9998
441	-18
219.5	-18
90.5	-18
54.8	-18
34.8	-18
20.2	-18
169.9	-18
120.3	-18
427.4	-67.5007
326.6	-67.5007
225.7	-67.5007
124.9	-67.5007
94.8	-67.5007
59.5	-67.5007
39.4	-67.5007
2	-67.5007
486.8	-23
236.7	-23
106	-23
85.2	-23
64.4	-23
39.5	-23
14.3	-23
134.9	-23
486.2	-32
234.7	-32
104.9	-32
87	-32
66.8	-32
36.5	-32
20.8	-32
136	-32
471.5	-39
264.6	-39
169.8	-39
69.6	-39
55.1	-39
19.3	-39
90.7	-39
223.4	-39
504.8	-50.4993
403.9	-50.4993
304.1	-50.4993
203.9	-50.4993
153.5	-50.4993
103.8	-50.4993
53.5	-50.4993
5.4	-50.4993
457.1	-53.4995
357.6	-53.4995
258.6	-53.4995
154.5	-53.4995
105.1	-53.4995
87.3	-53.4995
55.1	-53.4995
7.2	-53.4995
444.6	-57.5007
343.5	-57.5007
237.6	-57.5007
137.3	-57.5007
112.3	-57.5007
86.8	-57.5007
71.8	-57.5007
4.6	-57.5007
493.7	-60
390.9	-60
291.1	-60
185.6	-60
135.3	-60
84.4	-60
40	-60
3.6	-60
478.7	-63.499
291.9	-63.499
166.1	-63.499
135.9	-63.499
90.6	-63.499
65.3	-63.499
40	-63.499
2.3	-63.499
