SampleID	Sample	EUKfrac	DNA_extract_conc_ng-µL	Sect_ID	Station_number	Cast_number	Samp_number	Date	time	lon	lat	bottom_depth	depth		Sample_ID	swDepth	swDepth2		Temperature	Salinity	Expocode	Pressure	Oxygen	Phosphate	Silicate	Nitrate	Nitrite	comments
P16S-S05-N15	P16S-S05-N15	0.0329147	7.74938290087927	P16S	5	2	15	20050111	20050111T00:00	-150.0001	-18	-999	119.54397208504		P16S-S05-N10	54.46425176	54		24.2617	35.891	P16S_33RR200501	120.3	176.6	0.19	0.64	-0.01	0	extracted 1/21/05 MM
P16S-S104-N21	P16S-S104-N21	0.17012757	2.53572911091381	  P16S	104	2	21	20050209	20050208T00:00	-150.0002	-67.5007	-999	422.701393248976		P16S-S05-N11	34.58846457	35		1.3501	34.7304	  33RR20050109	427.4	182.6	2.23	103.97	32.45	0	extracted 2/17/05 MM
P16S-S104-N23	P16S-S104-N23	0.09379536	1.70631608990092	  P16S	104	2	23	20050209	20050208T00:00	-150.0002	-67.5007	-999	323.088013284992		P16S-S05-N12	20.07792302	20		1.4438	34.7282	  33RR20050109	326.6	181.6	2.23	100.04	32.5	0.01	extracted 2/17/05 MM
P16S-S104-N25	P16S-S104-N25	0.079263	3.97173770142448	  P16S	104	2	25	20050209	20050208T00:00	-150.0002	-67.5007	-999	223.327402822339		P16S-S05-N14	168.8120026	169		1.4358	34.7075	  33RR20050109	225.7	181	2.25	94.85	32.55	0.02	extracted 2/17/05 MM
P16S-S104-N27	P16S-S104-N27	0.09355236	4.89825922369469	  P16S	104	2	27	20050209	20050208T00:00	-150.0002	-67.5007	-999	123.617160375599		P16S-S05-N15	119.5439773	120		-1.1325	34.1819	  33RR20050109	124.9	285.6	2.02	56.81	28.82	0.09	extracted 2/17/05 MM
P16S-S104-N28	P16S-S104-N28	0.08024332	6.52116842278966	  P16S	104	2	28	20050209	20050208T00:00	-150.0002	-67.5007	-999	93.8331532618899		P16S-S104-N21	422.7013932	423		-1.6891	34.0629	  33RR20050109	94.8	313.3	1.93	48.55	26.88	0.27	extracted 2/17/05 MM
P16S-S104-N29	P16S-S104-N29	0.04059921	14.5233080024256	  P16S	104	2	29	20050209	20050208T00:00	-150.0002	-67.5007	-999	58.8982073620204		P16S-S104-N23	323.0880133	323		-1.4738	33.9424	  33RR20050109	59.5	332	1.9	46.92	25.46	0.18	extracted 2/17/05 MM
P16S-S104-N30	P16S-S104-N30	0.1237827	25.5464531485735	  P16S	104	2	30	20050209	20050208T00:00	-150.0002	-67.5007	-999	39.0034019803514		P16S-S104-N25	223.3274028	223		-0.1649	33.556	  33RR20050109	39.4	348.6	1.38	32.91	20.5	0.14	extracted 2/17/05 MM
P16S-S104-N31	P16S-S104-N31	0.15193295	27.5937131956286	  P16S	104	2	31	20050209	20050208T00:00	-150.0002	-67.5007	-999	1.98004767616226		P16S-S104-N27	123.6171604	124		-0.0973	33.5094	  33RR20050109	2	350.6	1.41	34.57	19.9	0.12	extracted 2/17/05 MM
P16S-S15-N03	P16S-S15-N03	0.07964314	1.42575566779535	P16S	15	1	3	20050114	20050113T00:00	-150.0003	-23	-999	483.167070940025		P16S-S104-N28	93.83315326	94		8.8931	34.5016	P16S_33RR200501	486.8	229.7	1.34	5.16	18.81	0	extracted 1/21/05 MM
P16S-S15-N05	P16S-S15-N05	0.01712065	3.46551372130278	P16S	15	1	5	20050114	20050113T00:00	-150.0003	-23	-999	235.075247029951		P16S-S104-N29	58.89820736	59		17.8833	35.4466	P16S_33RR200501	236.7	206.7	0.25	0.42	1.79	0.02	extracted 1/21/05 MM
P16S-S15-N08	P16S-S15-N08	0.03622921	9.6885363648179	P16S	15	1	8	20050114	20050113T00:00	-150.0003	-23	-999	105.305683948712		P16S-S104-N30	39.00340198	39		20.8811	35.5646	P16S_33RR200501	106	212.3	0.09	0.22	0.06	0	extracted 1/21/05 MM
P16S-S15-N09	P16S-S15-N09	0.02310514	9.92118447819575	P16S	15	1	9	20050114	20050113T00:00	-150.0003	-23	-999	84.6461913999396		P16S-S104-N31	1.980047676	2		21.5951	35.5778	P16S_33RR200501	85.2	221.3	0.09	0.22	0.06	0	extracted 1/21/05 MM
P16S-S15-N10	P16S-S15-N10	0.02462788	7.39035027185561	P16S	15	1	10	20050114	20050113T00:00	-150.0003	-23	-999	63.984618060615		P16S-S15-N03	483.1670773	483		22.2563	35.6173	P16S_33RR200501	64.4	221.4	0.12	0.22	0.06	0	extracted 1/21/05 MM
P16S-S15-N11	P16S-S15-N11	0.02882566	6.44340957253927	P16S	15	1	11	20050114	20050113T00:00	-150.0003	-23	-999	39.2475925194116		P16S-S15-N05	235.0752501	235		24.2234	35.6165	P16S_33RR200501	39.5	217.6	0.11	0.22	0.06	0	extracted 1/21/05 MM
P16S-S15-N12	P16S-S15-N12	0.02119251	6.22962481970557	P16S	15	1	12	20050114	20050113T00:00	-150.0003	-23	-999	14.209490391094		P16S-S15-N08	105.3056853	105		26.6121	35.6588	P16S_33RR200501	14.3	201.7	0.12	0.42	0.06	0	extracted 1/21/05 MM
P16S-S15-N15	P16S-S15-N15	0.02754819	7.79213985144601	P16S	15	1	15	20050114	20050113T00:00	-150.0003	-23	-999	134.007008002324		P16S-S15-N09	84.64619252	85		20.4278	35.5741	P16S_33RR200501	134.9	203.3	0.09	0.22	0.06	0	extracted 1/21/05 MM
P16S-S33-N03	P16S-S33-N03	0.03163894	1.52321636394012	P16S	33	1	3	20050119	20050118T00:00	-150.0004	-32	-999	482.245681748061		P16S-S15-N10	63.98461891	64		7.8078	34.4345	P16S_33RR200501	486.2	237.6	1.36	5.1	19.6	0	extracted 1/21/05 MM
P16S-S33-N05	P16S-S33-N05	0.03786866	3.36428035304917	P16S	33	1	5	20050119	20050118T00:00	-150.0004	-32	-999	232.932361992943		P16S-S15-N11	39.24759304	39		14.757	35.2066	P16S_33RR200501	234.7	227.9	0.51	1.51	5.91	0.01	extracted 1/21/05 MM
P16S-S33-N08	P16S-S33-N08	0.03213808	8.58754488772433	P16S	33	1	8	20050119	20050118T00:00	-150.0004	-32	-999	104.142641182879		P16S-S15-N12	14.20949058	14		17.5471	35.4512	P16S_33RR200501	104.9	211.7	0.09	0.69	0.06	0	extracted 1/21/05 MM
P16S-S33-N09	P16S-S33-N09	0.05219453	10.8863597593714	P16S	33	1	9	20050119	20050118T00:00	-150.0004	-32	-999	86.3756205208776		P16S-S15-N15	134.0070098	134		18.0168	35.466	P16S_33RR200501	87	221.3	0.08	0.49	0.12	0	extracted 1/21/05 MM
P16S-S33-N10	P16S-S33-N10	0.04203303	10.3663597870377	P16S	33	1	10	20050119	20050118T00:00	-150.0004	-32	-999	66.3238372043975		P16S-S33-N03	482.2456618	482		18.8369	35.5146	P16S_33RR200501	66.8	241.2	0.07	0.48	0.06	0	extracted 1/21/05 MM
P16S-S33-N11	P16S-S33-N11	0.0365445	6.92505404509991	P16S	33	1	11	20050119	20050118T00:00	-150.0004	-32	-999	36.2424828451852		P16S-S33-N05	232.9323523	233		22.6575	35.441	P16S_33RR200501	36.5	237.8	0.07	0.48	0.06	0	extracted 1/21/05 MM
P16S-S33-N12	P16S-S33-N12	0.0194464	5.49269620111411	P16S	33	1	12	20050119	20050118T00:00	-150.0004	-32	-999	20.6540367620786		P16S-S33-N08	104.1426369	104		22.7762	35.4151	P16S_33RR200501	20.8	215.7	0.08	0.47	0.06	0	extracted 1/21/05 MM
P16S-S33-N15	P16S-S33-N15	0.03842902	10.1972183208251	P16S	33	1	15	20050119	20050118T00:00	-150.0004	-32	-999	135.007939435152		P16S-S33-N09	86.37561694	86		16.7138	35.4139	P16S_33RR200501	136	200.8	0.16	0.7	0.41	0.03	extracted 1/21/05 MM
P16S-S47-N03	P16S-S47-N03	0.07969666	2.37898415395973	P16S	47	1	3	20050123	20050122T00:00	-150.0005	-39	-999	467.397051963178		P16S-S33-N10	66.32383446	66		7.2153	34.3912	P16S_33RR200501	471.5	245.6	1.45	6.29	21.11	0	extracted 2/17/05 MM
P16S-S47-N04	P16S-S47-N04	0.12982843	2.68142670135094	P16S	47	1	4	20050123	20050122T00:00	-150.0005	-39	-999	262.428334514804		P16S-S33-N11	36.24248134	36		8.2571	34.4771	P16S_33RR200501	264.6	245.3	1.26	4.29	18.15	0	extracted 2/17/05 MM
P16S-S47-N08	P16S-S47-N08	0.04623033	10.0110998301229	P16S	47	1	8	20050123	20050122T00:00	-150.0005	-39	-999	168.444981617798		P16S-S33-N12	20.65403591	21		9.3636	34.5259	P16S_33RR200501	169.8	240.4	1.04	2.7	14.46	0.01	extracted 2/17/05 MM
P16S-S47-N09	P16S-S47-N09	0.14054209	18.7045939262368	P16S	47	1	9	20050123	20050122T00:00	-150.0005	-39	-999	69.0613368216716		P16S-S33-N15	135.0079338	135		12.3768	34.4292	P16S_33RR200501	69.6	259.2	0.37	0.53	2.56	0.07	extracted 2/17/05 MM
P16S-S47-N10	P16S-S47-N10	0.07318292	21.1184752972032	P16S	47	1	10	20050123	20050122T00:00	-150.0005	-39	-999	54.6754794722653		P16S-S47-N03	467.3970646	467		12.7169	34.4445	P16S_33RR200501	55.1	272	0.32	0.33	1.85	0.05	extracted 2/17/05 MM
P16S-S47-N12	P16S-S47-N12	0.03549101	20.4249324078633	P16S	47	1	12	20050123	20050122T00:00	-150.0005	-39	-999	19.1529644978905		P16S-S47-N04	262.4283416	262		18.0555	34.3796	P16S_33RR200501	19.3	239.7	0.23	0.15	0.41	0	extracted 2/17/05 MM
P16S-S47-N14	P16S-S47-N14	0.04406084	3.5560578519147	P16S	47	1	14	20050123	20050122T00:00	-150.0005	-39	-999	89.9934349457698		P16S-S47-N08	168.4449862	168		11.9558	34.4426	P16S_33RR200501	90.7	238.4	0.42	0.52	3.1	0.11	extracted 2/17/05 MM
P16S-S47-N15	P16S-S47-N15	0.04462601	5.62788361834718	P16S	47	1	15	20050123	20050122T00:00	-150.0005	-39	-999	221.588531207992		P16S-S47-N09	69.06133869	69		8.6641	34.5038	P16S_33RR200501	223.4	246.5	1.19	3.7	17.08	0	extracted 2/17/05 MM
P16S-S70-N26	P16S-S70-N26	0.02495409	2.60723081654395	  P16S	70	2	26	20050130	20050130T00:00	-149.9997	-50.4993	-999	499.840002826705		P16S-S47-N10	54.67548095	55		7.5652	34.4307	  33RR20050109	504.8	247.7	1.4	6.34	19.87	0	extracted 2/17/05 MM
P16S-S70-N28	P16S-S70-N28	0.02349207	4.44955236302261	  P16S	70	2	28	20050130	20050130T00:00	-149.9997	-50.4993	-999	400.028554562529		P16S-S47-N12	19.15296502	19		7.9978	34.477	  33RR20050109	403.9	244.6	1.33	5.55	18.86	0	extracted 2/17/05 MM
P16S-S70-N30	P16S-S70-N30	0.03546932	4.64573131268177	  P16S	70	2	30	20050130	20050130T00:00	-149.9997	-50.4993	-999	301.25763671675		P16S-S47-N14	89.99343738	90		8.7651	34.5642	  33RR20050109	304.1	251.4	1.09	3.95	15.06	0.01	extracted 2/17/05 MM
P16S-S70-N32	P16S-S70-N32	0.02598424	5.41912909499192	  P16S	70	2	32	20050130	20050130T00:00	-149.9997	-50.4993	-999	202.043076955412		P16S-S47-N15	221.5885372	222		9.1431	34.6005	  33RR20050109	203.9	268	0.89	2.56	11.81	0.01	extracted 2/17/05 MM
P16S-S70-N33	P16S-S70-N33	0.05795	5.78885096165726	  P16S	70	2	33	20050130	20050130T00:00	-149.9997	-50.4993	-999	152.120611444537		P16S-S70-N26	499.8400028	500		9.206	34.6025	  33RR20050109	153.5	267.1	0.89	2.56	11.71	0.01	extracted 2/17/05 MM
P16S-S70-N34	P16S-S70-N34	0.06990752	8.29139012718118	  P16S	70	2	34	20050130	20050130T00:00	-149.9997	-50.4993	-999	102.879603091995		P16S-S70-N28	400.0285546	400		9.4424	34.6052	  33RR20050109	103.8	264	0.89	2.57	11.65	0.02	extracted 2/17/05 MM
P16S-S70-N35	P16S-S70-N35	0.03081215	21.1348235430082	  P16S	70	2	35	20050130	20050130T00:00	-149.9997	-50.4993	-999	53.0320760202766		P16S-S70-N30	301.2576367	301		11.0607	34.5459	  33RR20050109	53.5	269.9	0.69	0.77	7.72	0.23	extracted 2/17/05 MM
P16S-S70-N36	P16S-S70-N36	0.06177295	23.6977254622734	  P16S	70	2	36	20050130	20050130T00:00	-149.9997	-50.4993	-999	5.35339457352944		P16S-S70-N32	202.043077	202		11.0527	34.5445	  33RR20050109	5.4	268.8	0.69	0.78	7.77	0.23	extracted 2/17/05 MM
P16S-S76-N26	P16S-S76-N26	0.27372923	3.12471567413846	  P16S	76	1	26	20050201	20050201T00:00	-149.99671	-53.4995	-999	452.53903000573		P16S-S70-N33	152.1206114	152		5.1078	34.2574	  33RR20050109	457.1	237.2	1.85	18.1	27	0	extracted 2/17/05 MM
P16S-S76-N28	P16S-S76-N28	0.12795591	3.7327446623449	  P16S	76	1	28	20050201	20050201T00:00	-149.99671	-53.4995	-999	354.116713520117		P16S-S70-N34	102.8796031	103		5.0713	34.1689	  33RR20050109	357.6	274.9	1.68	11.69	24.52	0.01	extracted 2/17/05 MM
P16S-S76-N30	P16S-S76-N30	0.09497888	3.58749678615495	  P16S	76	1	30	20050201	20050201T00:00	-149.99671	-53.4995	-999	256.142227938683		P16S-S70-N35	53.03207602	53		5.4219	34.1621	  33RR20050109	258.6	281.4	1.54	8.31	22.42	0.02	extracted 2/17/05 MM
P16S-S76-N32	P16S-S76-N32	0.09402005	7.1250056668679	  P16S	76	1	32	20050201	20050201T00:00	-149.99671	-53.4995	-999	153.07012168836		P16S-S70-N36	5.353394574	5		6.0607	34.195	  33RR20050109	154.5	285.6	1.43	6.52	20.48	0.09	extracted 2/17/05 MM
P16S-S76-N33	P16S-S76-N33	0.05880844	15.1092374065218	  P16S	76	1	33	20050201	20050201T00:00	-149.99671	-53.4995	-999	104.139763415154		P16S-S76-N26	452.53903	453		6.212	34.1952	  33RR20050109	105.1	292.9	1.4	4.52	18.93	0.45	extracted 2/17/05 MM
P16S-S76-N34	P16S-S76-N34	0.18472648	21.7893821538902	  P16S	76	1	34	20050201	20050201T00:00	-149.99671	-53.4995	-999	86.5061204659986		P16S-S76-N28	354.1167135	354		6.4603	34.1793	  33RR20050109	87.3	295.2	1.37	2.53	18.43	0.28	extracted 2/17/05 MM
P16S-S76-N35	P16S-S76-N35	0.08299328	19.0741050271009	  P16S	76	1	35	20050201	20050201T00:00	-149.99671	-53.4995	-999	54.6031970841673		P16S-S76-N30	256.1422279	256		7.4574	34.0133	  33RR20050109	55.1	293.7	1.25	0.74	17.84	0.17	extracted 2/17/05 MM
P16S-S76-N36	P16S-S76-N36	0.10502504	20.9903351101307	  P16S	76	1	36	20050201	20050201T00:00	-149.99671	-53.4995	-999	7.13591067133785		P16S-S76-N32	153.0701217	153		7.4408	34.0135	  33RR20050109	7.2	292.9	1.25	0.75	17.84	0.17	extracted 2/17/05 MM
P16S-S84-N20	P16S-S84-N20	0.06172178	2.56233417975143	  P16S	84	1	20	20050203	20050203T00:00	-150.0013	-57.5007	-999	440.025294363068		P16S-S76-N33	104.1397634	104		2.2389	34.5881	  33RR20050109	444.6	169.4	2.34	75.05	34.13	0	extracted 2/17/05 MM
P16S-S84-N22	P16S-S84-N22	0.0616617	4.95213448809087	  P16S	84	1	22	20050203	20050203T00:00	-150.0013	-57.5007	-999	340.048384489047		P16S-S76-N34	86.50612047	87		2.2783	34.5227	  33RR20050109	343.5	172.2	2.38	70.57	34.58	0	extracted 2/17/05 MM
P16S-S84-N24	P16S-S84-N24	0.08349312	4.99736310511483	  P16S	84	1	24	20050203	20050203T00:00	-150.0013	-57.5007	-999	235.27263721163		P16S-S76-N35	54.60319708	55		2.1784	34.409	  33RR20050109	237.6	187.8	2.38	62.43	34.69	0	extracted 2/17/05 MM
P16S-S84-N26	P16S-S84-N26	0.55839359	5.76292396091742	  P16S	84	1	26	20050203	20050203T00:00	-150.0013	-57.5007	-999	135.988081429347		P16S-S76-N36	7.135910671	7		-0.1642	34.0131	  33RR20050109	137.3	330.1	2.1	42.56	30.06	0.16	extracted 2/17/05 MM
P16S-S84-N27	P16S-S84-N27	0.24500551	12.7899877676545	  P16S	84	1	27	20050203	20050203T00:00	-150.0013	-57.5007	-999	111.233690471518		P16S-S84-N20	440.0252944	440		-0.2513	33.9602	  33RR20050109	112.3	340.6	2.04	39.13	28.23	0.21	extracted 2/17/05 MM
P16S-S84-N28	P16S-S84-N28	0.32590661	16.1382356808693	  P16S	84	1	28	20050203	20050203T00:00	-150.0013	-57.5007	-999	85.9811269532757		P16S-S84-N22	340.0483845	340		-0.3309	33.9216	  33RR20050109	86.8	345	2.03	35.29	27.99	0.18	extracted 2/17/05 MM
P16S-S84-N29	P16S-S84-N29	0.04203022	19.6680631889008	  P16S	84	1	29	20050203	20050203T00:00	-150.0013	-57.5007	-999	71.1252216574624		P16S-S84-N24	235.2726372	235		0.2786	33.9103	  33RR20050109	71.8	344.4	1.98	29.65	27.01	0.21	extracted 2/17/05 MM
P16S-S84-N31	P16S-S84-N31	0.08357852	23.2783710301662	  P16S	84	1	31	20050203	20050203T00:00	-150.0013	-57.5007	-999	4.55751144033435		P16S-S84-N26	135.9880814	136		3.0654	33.8603	  33RR20050109	4.6	326	1.69	19.19	25.33	0.28	extracted 2/17/05 MM
P16S-S90-N20	P16S-S90-N20	0.07223758	2.20981701765293	  P16S	90	2	20	20050205	20050204T00:00	-150.0006	-60	-999	488.462348171245		P16S-S84-N27	111.2336905	111		1.1571	34.7279	  33RR20050109	493.7	182.1	2.26	111.36	33.08	0	extracted 2/17/05 MM
P16S-S90-N22	P16S-S90-N22	0.08413562	2.70932718507929	  P16S	90	2	22	20050205	20050204T00:00	-150.0006	-60	-999	386.848677098035		P16S-S84-N28	85.98112695	86		1.2217	34.7293	  33RR20050109	390.9	178.9	2.28	109.48	33.34	0	extracted 2/17/05 MM
P16S-S90-N24	P16S-S90-N24	0.05088784	2.88292525924478	  P16S	90	2	24	20050205	20050204T00:00	-150.0006	-60	-999	288.152356296274		P16S-S84-N29	71.12522166	71		1.282	34.728	  33RR20050109	291.1	175.2	2.3	107.18	33.66	0	extracted 2/17/05 MM
P16S-S90-N26	P16S-S90-N26	0.05926143	4.13203324117116	  P16S	90	2	26	20050205	20050204T00:00	-150.0006	-60	-999	183.767467303601		P16S-S84-N31	4.55751144	5		0.6703	34.6085	  33RR20050109	185.6	234.4	2.27	93.73	33.15	0.01	extracted 2/17/05 MM
P16S-S90-N27	P16S-S90-N27	0.07460332	6.28438331013482	  P16S	90	2	27	20050205	20050204T00:00	-150.0006	-60	-999	133.980408802416		P16S-S90-N20	488.4428972	488		-1.51	34.2919	  33RR20050109	135.3	337.1	2.03	66.05	28.68	0.24	extracted 2/17/05 MM
P16S-S90-N28	P16S-S90-N28	0.12122631	11.3360207556784	  P16S	90	2	28	20050205	20050204T00:00	-150.0006	-60	-999	83.5871406703274		P16S-S90-N22	386.8332723	387		-1.0455	34.205	  33RR20050109	84.4	350.9	1.92	57.7	26.91	0.28	extracted 2/17/05 MM
P16S-S90-N29	P16S-S90-N29	0.19580258	20.7615315181271	  P16S	90	2	29	20050205	20050204T00:00	-150.0006	-60	-999	39.6190208385314		P16S-S90-N24	288.1408816	288		1.6127	34.1035	  33RR20050109	40	335.5	1.71	46.66	24.68	0.35	extracted 2/17/05 MM
P16S-S90-N30	P16S-S90-N30	0.13217431	21.6454849302571	  P16S	90	2	30	20050205	20050204T00:00	-150.0006	-60	-999	3.56602660702304		P16S-S90-N26	183.7601493	184		1.6092	34.1027	  33RR20050109	3.6	334.9	1.71	46.46	24.7	0.35	extracted 2/17/05 MM
P16S-S96-N18	P16S-S96-N18	0.12497022	2.1093828827909	  P16S	96	3	18	20050207	20050206T00:00	-149.9972	-63.499	-999	473.510992852074		P16S-S90-N27	133.9750734	134		1.2015	34.7288	  33RR20050109	478.7	182.1	2.25	108.67	32.69	0	extracted 2/17/05 MM
P16S-S96-N20	P16S-S96-N20	0.092452	3.26936388411125	  P16S	96	3	20	20050207	20050206T00:00	-149.9972	-63.499	-999	288.865865463828		P16S-S90-N28	83.583812	84		1.3469	34.7298	  33RR20050109	291.9	176.7	2.27	104.13	32.95	0.01	extracted 2/17/05 MM
P16S-S96-N23	P16S-S96-N23	0.08485755	4.62688752155094	  P16S	96	3	23	20050207	20050206T00:00	-149.9972	-63.499	-999	164.423454666742		P16S-S90-N29	39.61744309	40		1.02	34.6521	  33RR20050109	166.1	207.3	2.3	93.57	33.16	0.02	extracted 2/17/05 MM
P16S-S96-N24	P16S-S96-N24	0.08379117	4.26372833191739	  P16S	96	3	24	20050207	20050206T00:00	-149.9972	-63.499	-999	134.53811088408		P16S-S90-N30	3.565884597	4		-0.9015	34.3594	  33RR20050109	135.9	309.4	2.07	68.53	29.84	0.23	extracted 2/17/05 MM
P16S-S96-N25	P16S-S96-N25	0.0991134	4.45262432066451	  P16S	96	3	25	20050207	20050206T00:00	-149.9972	-63.499	-999	89.7019109656776		P16S-S96-N18	473.5109929	474		-1.6978	34.1713	  33RR20050109	90.6	331.8	1.92	54.51	26.93	0.25	extracted 2/17/05 MM
P16S-S96-N26	P16S-S96-N26	0.26565671	7.74433646259936	  P16S	96	3	26	20050207	20050206T00:00	-149.9972	-63.499	-999	64.656664351439		P16S-S96-N20	288.8658655	289		-1.548	34.0837	  33RR20050109	65.3	337.2	1.9	48.96	26.18	0.25	extracted 2/17/05 MM
P16S-S96-N27	P16S-S96-N27	0.08162681	28.0160686634259	  P16S	96	3	27	20050207	20050206T00:00	-149.9972	-63.499	-999	39.6083484404036		P16S-S96-N23	164.4234547	164		0.8649	33.9757	  33RR20050109	40	346.4	1.43	29.68	22.78	0.36	extracted 2/17/05 MM
P16S-S96-N28	P16S-S96-N28	0.14270333	20.819397542849	  P16S	96	3	28	20050207	20050206T00:00	-149.9972	-63.499	-999	2.27768823916374		P16S-S96-N24	134.5381109	135		1.0368	33.9761	  33RR20050109	2.3	344.2	1.42	29.69	22.78	0.36	extracted 2/17/05 MM. lost ~200mL during filtering, filter off center
															P16S-S96-N25	89.70191097	90											
															P16S-S96-N26	64.65666435	65											
															P16S-S96-N27	39.60834844	40											
															P16S-S96-N28	2.277688239	2											
